Stage,Profession,Detailed Profession,Char Name,Skill Order,Rarity,Attack,Attack Interval,Attack Speed Modifier,SP Type,SP Cost,Init SP,Skill Duration,Trait Dict,Trait Desc,Talent Dict,Talent Desc,Skill Dict,Skill Desc
1507,Guard,Ranged Guard 2,霜叶,2,4,511,1.3,8.0,Auto,54,0,25.0,{'atk_scale': 0.8},[None],{},[None],"{'move_speed': -0.42, 'attack_speed': 35.0, 'prob': 0.25, 'debuff': 1.5}",攻击速度+35；每次攻击使命中目标移动速度-42%，并有25%的几率使其束缚（无法移动）1秒
1507,Guard,Ranged Guard 2,拉普兰德,1,5,592,1.3,0,Attack,33,0,-1.0,{'atk_scale': 0.8},[None],{'duration': 1.0},['攻击使目标的特殊能力失效，持续1秒'],"{'atk': 0.55, 'prob': 0.3}",攻击力+55%，有30%的概率抵挡物理伤害\n持续时间无限
1507,Guard,Ranged Guard 2,拉普兰德,2,5,592,1.3,0,Attack,24,0,17.0,{'atk_scale': 0.8},[None],{'duration': 1.0},['攻击使目标的特殊能力失效，持续1秒'],{'atk': 0.9},攻击力+90%，伤害类型变为法术，额外攻击一个目标，远程攻击不再降低攻击力\n技能自动开启
1507,Guard,Ranged Guard 3,银灰,1,6,576,1.3,0,Attack,3,0,0.0,{'atk_scale': 0.8},[None],"{'atk': 0.05, 'respawn_time': -0.05}","['攻击力+5%，所有干员的再部署时间-5%', None]",{'atk_scale': 2.25},下次攻击的攻击力提高至225%
1507,Guard,Ranged Guard 3,银灰,2,6,576,1.3,0,Auto,5,0,0.0,{'atk_scale': 0.8},[None],"{'atk': 0.05, 'respawn_time': -0.05}","['攻击力+5%，所有干员的再部署时间-5%', None]","{'def': 0.65, 'hp_recovery_per_sec_by_max_hp_ratio': 0.04}",可以在下列状态和初始状态间切换：\n攻击范围缩小，防御力+65%，每秒恢复最大生命的0
1507,Guard,Multiple Guard 1,泡普卡,1,3,568,1.2,0,Auto,40,0,20.0,{},[],"{'atk': 0.08, 'max_hp': 0.08}",['生命上限+8%<@ba.talpu>（+2%）</>，攻击力+8%<@ba.talpu>（+2%）</>'],{'atk': 0.5},攻击力+50%
1507,Guard,Multiple Guard 2,艾丝黛尔,1,4,501,1.2,0,Auto,37,5,25.0,{},[],{'hp_ratio': 0.09},['周围8格内有敌人倒下时，恢复自身最大生命值9%<@ba.talpu>（+2%）</>的生命'],{'atk': 0.5},攻击力+50%
1507,Guard,Multiple Guard 2,艾丝黛尔,2,4,501,1.2,0,Defense,23,10,15.0,{},[],{'hp_ratio': 0.09},['周围8格内有敌人倒下时，恢复自身最大生命值9%<@ba.talpu>（+2%）</>的生命'],"{'atk': 1.15, 'block_cnt': 0.0}",攻击力+114%，不再成为其他角色的治疗目标
1507,Guard,Multiple Guard 2,暴行,1,5,494,1.2,0,Attack,4,0,0.0,{},[],"{'cnt': 2.0, 'atk': 0.05, 'def': 0.05}",['周围四格中有两格以上的高地地形时攻击力和防御力+5%'],{'atk_scale': 2.0},下次攻击的攻击力提高至200%
1507,Guard,Multiple Guard 2,暴行,2,5,494,1.2,0,Attack,19,0,0.0,{},[],"{'cnt': 2.0, 'atk': 0.05, 'def': 0.05}",['周围四格中有两格以上的高地地形时攻击力和防御力+5%'],"{'max_target': 4.0, 'atk_scale': 3.6}",对前方三格范围内至多4个敌人造成相当于攻击力360%的物理伤害
1507,Guard,Multiple Guard 2,幽灵鲨,1,5,589,1.2,0,Auto,35,10,30.0,{},[],"{'max_hp': 0.1, 'hp_recovery_per_sec_by_max_hp_ratio': 0.0}",['生命上限+10%'],{'atk': 0.6},攻击力+60%
1507,Guard,Multiple Guard 2,幽灵鲨,2,5,589,1.2,0,Auto,43,30,12.0,{},[],"{'max_hp': 0.1, 'hp_recovery_per_sec_by_max_hp_ratio': 0.0}",['生命上限+10%'],"{'atk': 1.0, 'stun': 10.0}",技能持续期间内干员的生命值始终不会低于1，攻击力+100%\n技能结束后干员晕眩10秒
1507,Guard,Multiple Guard 2,布洛卡,1,5,615,1.2,0,Auto,50,10,27.0,{},[],"{'atk': 0.06, 'def': 0.06, 'cnt': 2.0}",['阻挡两个以上的敌人时，攻击力和防御力+6%'],{'atk': 0.5},攻击力+50%，普通攻击造成法术伤害
1507,Guard,Multiple Guard 2,布洛卡,2,5,615,1.2,0,Auto,39,16,25.0,{},[],"{'atk': 0.06, 'def': 0.06, 'cnt': 2.0}",['阻挡两个以上的敌人时，攻击力和防御力+6%'],"{'atk': 1.4, 'attack@sluggish': 0.9, 'base_attack_time': 0.65, 'stun': 6.0}",攻击间隔增大，攻击距离加长，攻击力+140%，普通攻击造成法术伤害并使击中的敌人停顿0.9秒\n技能结束后晕眩6秒
1507,Guard,Multiple Guard 3,煌,1,6,583,1.2,0,Attack,3,0,0.0,{},[],"{'hp_ratio': 0.25, 'huang_t_1[heal].hp_ratio': 0.5, 'huang_t_1[lock].min_hp_ratio': 0.5, 'huang_t_1[lock].duration': 3.0}","['在生命值低于25%时，仅一次回复50%的生命值并在3秒内使生命值不低于50%', None]",{'atk_scale': 2.25},下次攻击的攻击力提高至225%
1507,Guard,Multiple Guard 3,煌,2,6,583,1.2,0,Auto,80,0,-1.0,{},[],"{'hp_ratio': 0.25, 'huang_t_1[heal].hp_ratio': 0.5, 'huang_t_1[lock].min_hp_ratio': 0.5, 'huang_t_1[lock].duration': 3.0}","['在生命值低于25%时，仅一次回复50%的生命值并在3秒内使生命值不低于50%', None]","{'atk': 0.7, 'def': 0.2}",攻击力+70%，防御力+20%，攻击距离加长\n持续时间无限
1507,Guard,Berserk Guard 2,宴,1,4,605,1.2,0,Auto,15,6,8.0,{'value': 50.0},['不成为其他角色的治疗目标，每次攻击到敌人后回复自身<@ba.kw>{value}</>生命（精英2后更新）'],"{'min_attack_speed': 75.0, 'max_attack_speed': 0.0, 'max_hp_ratio': 1.0, 'min_hp_ratio': 0.4}",['根据已损失的生命值，提高攻击速度（损失60%生命值时达到最大可提升攻击速度75）'],"{'def': 1.6, 'hp_recovery_per_sec_by_max_hp_ratio': 0.08}",停止攻击，阻挡数变为0，防御力+160%，每秒恢复8%的最大生命值
1507,Guard,Berserk Guard 2,宴,2,4,605,1.2,0,Passive,0,0,-1.0,{'value': 50.0},['不成为其他角色的治疗目标，每次攻击到敌人后回复自身<@ba.kw>{value}</>生命（精英2后更新）'],"{'min_attack_speed': 75.0, 'max_attack_speed': 0.0, 'max_hp_ratio': 1.0, 'min_hp_ratio': 0.4}",['根据已损失的生命值，提高攻击速度（损失60%生命值时达到最大可提升攻击速度75）'],"{'atk': 0.8, 'duration': 15.0, 'hp_ratio': 0.5, 'respawn_time': 1.0}",部署后立即损失50%当前生命，并在15秒内攻击力+80%，伤害类型变为法术
1507,Guard,Berserk Guard 3,赫拉格,1,6,647,1.2,0,Attack,3,0,0.0,{'value': 50.0},['不成为其他角色的治疗目标，每次攻击到敌人后回复自身<@ba.kw>{value}</>生命（精英2后更新）'],"{'min_attack_speed': 75.0, 'max_attack_speed': 0.0, 'max_hp_ratio': 1.0, 'min_hp_ratio': 0.4}","['根据已损失的生命值，提高攻击速度（损失60%生命值时达到最大可提升攻击速度75）', None]",{'atk_scale': 1.45},下次攻击的攻击力提升至145%，并连续攻击两次
1507,Guard,Berserk Guard 3,赫拉格,2,6,647,1.2,0,Auto,29,10,12.0,{'value': 50.0},['不成为其他角色的治疗目标，每次攻击到敌人后回复自身<@ba.kw>{value}</>生命（精英2后更新）'],"{'min_attack_speed': 75.0, 'max_attack_speed': 0.0, 'max_hp_ratio': 1.0, 'min_hp_ratio': 0.4}","['根据已损失的生命值，提高攻击速度（损失60%生命值时达到最大可提升攻击速度75）', None]","{'atk': 0.5, 'prob': 0.75}",攻击力+50%，攻击变为二连击，获得75%的物理闪避
1507,Guard,Double Guard 2,刻刀,1,4,513,1.3,0,Attack,14,5,0.0,{},[],"{'sp': 1.0, 'prob': 0.15}",['普通攻击击中敌人时有15%<@ba.talpu>（+3%）</>的几率额外回复1点技力'],"{'atk_scale': 2.8, 'times': 4.0}",立即投掷4把飞刀随机攻击前方的敌人，每把造成相当于攻击力280%的物理伤害
1507,Guard,Double Guard 2,刻刀,2,4,513,1.3,0,Attack,15,2,0.0,{},[],"{'sp': 1.0, 'prob': 0.15}",['普通攻击击中敌人时有15%<@ba.talpu>（+3%）</>的几率额外回复1点技力'],"{'max_target': 6.0, 'atk_scale': 3.8, 'cutter_s_2[drone].atk_scale': 2.0}",对周围最多6个敌人造成相当于攻击力380%的物理伤害\n对飞行单位的攻击力系数加倍
1507,Guard,Double Guard 2,柏喙,1,5,512,1.3,0,Attack,3,0,0.0,{},[],"{'attack_speed': 4.0, 'max_stack_cnt': 5.0}",['每击杀一名敌人后获得+4攻击速度（最多叠加5次）'],"{'atk_scale': 1.5, 'ranged@atk_scale': 1.5}",下次攻击的攻击力提高至150%，且额外对前方另一名敌人造成攻击力150%的法术伤害
1507,Guard,Double Guard 2,柏喙,2,5,512,1.3,0,Attack,10,2,0.0,{},[],"{'attack_speed': 4.0, 'max_stack_cnt': 5.0}",['每击杀一名敌人后获得+4攻击速度（最多叠加5次）'],"{'max_target': 6.0, 'stun': 1.2, 'atk_scale': 1.7}",对前方范围内最多6名敌人造成相当于攻击力170%的法术伤害，并令其晕眩1.2秒\n可充能3次
1507,Guard,Double Guard 3,陈,1,6,478,1.3,0,Attack,5,0,0.0,{},[],"{'interval': 5.0, 'sp': 1.0}","['在场时每5秒回复全场友方角色1点攻击/受击技力', None]","{'atk_scale': 2.6, 'stun': 1.5}",下次攻击使用刀鞘砸向敌人，造成相当于攻击力260%的物理伤害，令命中目标晕眩1秒
1507,Guard,Double Guard 3,陈,2,6,478,1.3,0,Attack,25,14,0.0,{},[],"{'interval': 5.0, 'sp': 1.0}","['在场时每5秒回复全场友方角色1点攻击/受击技力', None]","{'atk_scale': 4.1, 'max_target': 6.0}",对前方范围内最多6名敌人造成相当于攻击力409%的物理和相当于攻击力409%的法术伤害
1507,Guard,Box Guard 2,猎蜂,1,4,438,0.78,0,Passive,0,0,0.0,{},[],"{'max_stack_cnt': 5.0, 'atk': 0.04}",['攻击相同目标时每次攻击可提高自身攻击力4%<@ba.talpu>（+1%）</>，最多可叠加5层。更换目标会失去之前叠加的效果'],{'prob': 0.4},获得40%的物理闪避
1507,Guard,Box Guard 2,猎蜂,2,4,438,0.78,0,Auto,30,0,10.0,{},[],"{'max_stack_cnt': 5.0, 'atk': 0.04}",['攻击相同目标时每次攻击可提高自身攻击力4%<@ba.talpu>（+1%）</>，最多可叠加5层。更换目标会失去之前叠加的效果'],{'base_attack_time': -0.55},攻击间隔较大幅度减小
1507,Guard,Box Guard 2,因陀罗,1,5,450,0.78,0,Attack,4,0,0.0,{},[],"{'tiger_t_1[evade].prob': 0.15, 'charge_on_evade.atk': 0.8}",['有15%的概率闪避敌人的近战物理攻击，成功闪避后自身下一次攻击攻击力+80%'],"{'atk': 1.1, 'def_penetrate': 0.45}",下次攻击的攻击力+110%，无视目标防御45%
1507,Guard,Box Guard 2,因陀罗,2,5,450,0.78,0,Auto,50,10,25.0,{},[],"{'tiger_t_1[evade].prob': 0.15, 'charge_on_evade.atk': 0.8}",['有15%的概率闪避敌人的近战物理攻击，成功闪避后自身下一次攻击攻击力+80%'],"{'atk': 0.75, 'heal_scale': 0.2}",攻击力+75%，伤害类型变为法术，每次攻击恢复相当于造成伤害20%的生命
1507,Caster,Single Caster 1,史都华德,1,3,543,1.6,0,Attack,4,0,0.0,{},[],{'atk': 0.06},['攻击力+6%，优先攻击防御力最高的敌人'],{'atk_scale': 1.9},下次攻击的攻击力提高至190%
1507,Caster,Single Caster 2,夜烟,1,4,522,1.6,0,Auto,37,5,25.0,{},[],"{'duration': 1.0, 'magic_resistance': -0.13}",['攻击使目标法术抗性-13%<@ba.talpu>（+3%）</>，持续1秒'],{'atk': 0.5},攻击力+50%
1507,Caster,Single Caster 2,夜烟,2,4,522,1.6,0,Auto,30,0,25.0,{},[],"{'duration': 1.0, 'magic_resistance': -0.13}",['攻击使目标法术抗性-13%<@ba.talpu>（+3%）</>，持续1秒'],"{'attack_speed': 45.0, 'atk': 0.45, 'max_hp': -0.75}",最大生命值-75%；攻击力+45%，攻击速度+45
1507,Caster,Single Caster 2,夜魔,1,5,555,1.6,0,Auto,80,40,60.0,{},[],"{'prob': 0.2, 'atk': 0.09}",['装备技能1时获得20%的物理和法术闪避，装备技能2时获得+9%攻击力'],"{'attack@heal_scale': 0.7, 'attack@max_target': 1.0}",每次攻击对敌人造成伤害的同时会对范围内至多1名友方单位恢复相当于伤害量70%的生命值
1507,Caster,Single Caster 2,夜魔,2,5,555,1.6,0,Auto,24,0,-1.0,{},[],"{'prob': 0.2, 'atk': 0.09}",['装备技能1时获得20%的物理和法术闪避，装备技能2时获得+9%攻击力'],"{'move_speed': -0.6, 'max_target': 3.0, 'interval': 0.33, 'value': 1200.0, 'duration': 7.0}",立即对攻击范围内最多3名敌人施加梦魇效果：\n敌人的移动速度-60%，并令其在移动时受到正比于距离的真实伤害，持续7秒
1507,Caster,Single Caster 3,阿米娅,1,5,548,1.6,0,Auto,32,10,30.0,{},[],{},['？？？？？'],{'attack_speed': 60.0},攻击速度+60
1507,Caster,Single Caster 3,阿米娅,2,5,548,1.6,0,Auto,100,0,25.0,{},[],{},['？？？？？'],"{'attack@atk_scale': 0.45, 'attack@times': 7.0, 'stun': 10.0}",每次攻击变为攻击力45%的7连发，随机攻击范围内的目标\n技能自动开启，持续时间结束后阿米娅晕眩10秒
1507,Caster,Single Caster 3,艾雅法拉,1,6,576,1.6,0,Auto,39,20,25.0,{},[],{'atk': 0.07},"['在场时，所有友方【术师】职业干员的攻击力+7%', None]","{'amgoat_s_1[a].attack_speed': 45.0, 'amgoat_s_1[b].attack_speed': 45.0, 'amgoat_s_1[b].atk': 0.45}",攻击速度+45\n第二次及以后使用时追加攻击力+45%的效果
1507,Caster,Single Caster 3,艾雅法拉,2,6,576,1.6,0,Auto,6,0,-1.0,{},[],{'atk': 0.07},"['在场时，所有友方【术师】职业干员的攻击力+7%', None]","{'atk_scale': 1.55, 'atk_scale_2': 1.55, 'fk': 3.1, 'ct': 2.0, 'duration': 6.0, 'magic_resistance': -0.2}",下次攻击造成相当于攻击力310%的法术伤害，命中目标周围的敌人受到一半的爆炸伤害且在6秒内法术抗性-20%\n可充能2次
1507,Caster,Single Caster 3,刻俄柏,1,6,592,1.6,0,Auto,7,0,-1.0,{},[],{'atk_scale': 0.25},"['攻击时对目标额外造成相当于其防御力25%的法术伤害', None]","{'atk_scale': 1.8, 'duration': 2.5, 'cnt': 2.0}",下次攻击的攻击力提升至180%，优先攻击没有被阻挡的目标，并令目标束缚2秒\n可充能2次
1507,Caster,Single Caster 3,刻俄柏,2,6,592,1.6,0,Auto,44,16,36.0,{},[],{'atk_scale': 0.25},"['攻击时对目标额外造成相当于其防御力25%的法术伤害', None]",{'base_attack_time': 0.4},攻击间隔较大幅度缩短，优先攻击防御力最高的目标
1507,Caster,Splash Caster 1,炎熔,1,3,595,2.9,8.0,Auto,40,0,20.0,{},[],{'sp': 35.0},['部署后立即获得35<@ba.talpu>（+5）</>点技力'],{'attack_speed': 50.0},攻击速度+50
1507,Caster,Splash Caster 2,格雷伊,1,4,521,2.9,6.0,Auto,37,5,25.0,{},[],{'sluggish': 0.4},['攻击时对攻击目标造成0.4秒的停顿'],{'attack_speed': 45.0},攻击速度+45
1507,Caster,Splash Caster 2,格雷伊,2,4,521,2.9,6.0,Auto,60,0,26.0,{},[],{'sluggish': 0.4},['攻击时对攻击目标造成0.4秒的停顿'],"{'attack_speed': 65.0, 'talent_scale': 1.7}",攻击速度+65，天赋停顿的持续时间提升至1.7倍
1507,Caster,Splash Caster 2,远山,1,4,625,2.9,0,Auto,37,5,25.0,{},[],"{'attack_speed': 9.0, 'atk': 0.09, 'max_hp': 0.14}",['部署后随机永久获得下列一项增益：攻击力+9%<@ba.talpu>（+2%）</>；攻击速度+9<@ba.talpu>（+2）</>；生命上限+14%<@ba.talpu>（+2%）</>'],{'attack_speed': 45.0},攻击速度+45
1507,Caster,Splash Caster 2,远山,2,4,625,2.9,0,Auto,90,50,30.0,{},[],"{'attack_speed': 9.0, 'atk': 0.09, 'max_hp': 0.14}",['部署后随机永久获得下列一项增益：攻击力+9%<@ba.talpu>（+2%）</>；攻击速度+9<@ba.talpu>（+2）</>；生命上限+14%<@ba.talpu>（+2%）</>'],"{'atk': 0.7, 'time': 13.0}",攻击力+70%，攻击范围扩大，同时攻击攻击范围内所有敌人\n技能时间结束后远山停止攻击13秒
1507,Caster,Splash Caster 2,天火,1,5,652,2.9,0,Auto,35,10,30.0,{},[],{'damage_scale': 1.07},['在场时，所有被阻挡的敌人受到法术伤害时提升7%'],{'atk': 0.6},攻击力+60%
1507,Caster,Splash Caster 2,天火,2,5,652,2.9,0,Auto,29,0,31.0,{},[],{'damage_scale': 1.07},['在场时，所有被阻挡的敌人受到法术伤害时提升7%'],"{'base_attack_time': 0.7, 'attack@atk_scale': 2.1, 'attack@stun': 0.2}",攻击间隔增大，攻击变为从天空召唤陨石；陨石需要时间降落，落地后对大范围敌人造成相当于攻击力210%的法术伤害，并使所有命中目标晕眩0秒
1507,Caster,Splash Caster 3,莫斯提马,1,6,682,2.9,0,Auto,35,10,30.0,{},[],{'sp_recovery_per_sec': 0.2},"['在场时所有【术师】干员的技力自然回复速度+0.2/秒（同类效果取最高）', None]",{'atk': 0.6},攻击力+60%
1507,Caster,Splash Caster 3,莫斯提马,2,6,682,2.9,0,Auto,56,17,6.0,{},[],{'sp_recovery_per_sec': 0.2},"['在场时所有【术师】干员的技力自然回复速度+0.2/秒（同类效果取最高）', None]",{'atk_scale': 1.2},攻击范围内的敌人全部晕眩，且每秒受到攻击力120%的法术伤害
1507,Caster,AOE Caster 3,伊芙利特,1,6,772,2.9,0,Auto,44,15,20.0,{},[],{'magic_resistance': -0.27},"['攻击范围内的敌军法术抗性-27%', None]","{'attack_speed': 67.0, 'atk': 0.2}",攻击力+20%，攻击速度+67
1507,Caster,AOE Caster 3,伊芙利特,2,6,772,2.9,0,Auto,8,0,-1.0,{},[],{'magic_resistance': -0.27},"['攻击范围内的敌军法术抗性-27%', None]","{'atk_scale': 1.9, 'burn.atk_scale': 0.33, 'def': -200.0, 'duration': 3.01, 'ct': 3.0}",下次攻击造成相当于攻击力190%的法术伤害，命中目标在3秒内防御力-200并持续受到灼烧伤害\n可充能3次
1507,Caster,Link Caster 2,惊蛰,1,5,520,2.3,0,Auto,35,10,30.0,"{'attack@max_target': 3.0, 'attack@sluggish': 0.2}",['攻击造成<@ba.kw>法术伤害</>，且会在<@ba.kw>{attack@max_target}</>个敌人间跳跃，每次跳跃伤害降低25%并造成短暂停顿（精英2后更新）'],{'atk_scale': 1.1},['攻击未被阻挡的敌人时攻击力提高10%'],{'atk': 0.6},攻击力+60%
1507,Caster,Link Caster 2,惊蛰,2,5,520,2.3,0,Auto,80,46,32.0,"{'attack@max_target': 3.0, 'attack@sluggish': 0.2}",['攻击造成<@ba.kw>法术伤害</>，且会在<@ba.kw>{attack@max_target}</>个敌人间跳跃，每次跳跃伤害降低25%并造成短暂停顿（精英2后更新）'],{'atk_scale': 1.1},['攻击未被阻挡的敌人时攻击力提高10%'],{'atk': 1.0},攻击力+100%，攻击在跳跃时不再降低伤害
1507,Sniper,Single Sniper 1,克洛丝,1,3,446,1.0,0,Attack,4,0,0.0,{},[],"{'prob': 0.2, 'atk_scale': 1.6}",['攻击时，20%几率当次攻击的攻击力提升至160%<@ba.talpu>（+10%）</>'],"{'atk_scale': 1.4, 'times': 2.0}",下次攻击时连续射击2次，每次射击造成相当于攻击力140%的物理伤害
1507,Sniper,Single Sniper 1,安德切尔,1,3,438,1.0,0,Auto,40,0,20.0,{},[],{'attack_speed': 8.0},['攻击速度+8，优先攻击使用远程武器的敌人'],{'atk': 0.5},攻击力+50%
1507,Sniper,Single Sniper 2,杰西卡,1,4,457,1.0,0,Attack,4,0,0.0,{},[],{'attack_speed': 6.0},['攻击速度+6'],{'atk_scale': 2.0},下次攻击的攻击力提高至200%
1507,Sniper,Single Sniper 2,杰西卡,2,4,457,1.0,0,Auto,44,15,22.0,{},[],{'attack_speed': 6.0},['攻击速度+6'],"{'atk': 0.5, 'prob': 0.75}",攻击力+50%，获得75%的物理和法术闪避
1507,Sniper,Single Sniper 2,流星,1,4,450,1.0,0,Attack,4,0,-1.0,{},[],{'atk_scale': 1.25},['攻击飞行目标时，攻击力+25%<@ba.talpu>（+5%）</>'],"{'atk_scale': 1.5, 'def': -0.3, 'duration': 5.0}",下一次攻击造成相当于攻击力150%的物理伤害，{duration}秒内使命中目标的防御力-30%
1507,Sniper,Single Sniper 2,流星,2,4,450,1.0,0,Attack,18,0,-1.0,{},[],{'atk_scale': 1.25},['攻击飞行目标时，攻击力+25%<@ba.talpu>（+5%）</>'],"{'atk_scale': 1.7, 'def': -0.35, 'duration': 5.0}",立即对攻击范围内至多5个敌人造成相当于攻击力170%的物理伤害，5秒内使命中目标的防御力-35%
